,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
50400,31.0,1.0,0.14,25.2,25.4,56.3,0.69,1.5,16.1,0.0
50401,31.0,1.0,0.12,25.5,26.0,57.6,0.66,1.6,16.1,0.0
50402,31.0,1.0,0.21,24.4,25.4,56.0,0.73,1.2,16.1,0.0
50403,31.0,2.0,0.11,24.5,25.2,57.6,0.62,1.2,16.1,0.0
50404,31.0,2.0,0.11,23.4,24.7,59.3,0.61,1.9,18.1,0.0
50405,31.0,2.0,0.06,23.8,24.5,58.5,0.54,1.5,18.1,0.0
50406,31.0,1.0,0.07,24.3,25.0,57.5,0.73,1.2,18.1,0.0
50407,31.0,1.0,0.22,25.1,26.1,53.4,0.63,1.2,18.1,1.0
50408,31.0,1.0,0.08,25.2,26.0,58.5,0.72,1.3,18.1,0.0
50409,31.0,1.0,0.09,25.3,26.3,43.7,0.68,1.2,18.1,0.0
50410,31.0,2.0,0.12,25.1,26.3,44.3,0.73,1.2,18.1,2.0
50411,31.0,1.0,0.13,25.9,26.6,47.1,0.73,1.2,18.1,0.0
50412,31.0,2.0,0.11,25.6,27.5,44.7,0.68,1.2,18.1,0.0
50415,31.0,1.0,0.1,24.4,25.2,57.1,0.71,2.0,18.1,0.0
50416,31.0,1.0,0.1,24.9,25.9,42.4,0.63,1.8,18.1,2.0
50417,31.0,1.0,0.04,25.7,26.7,43.5,0.72,1.4,18.1,1.0
50418,31.0,1.0,0.13,24.6,26.0,48.1,0.62,1.3,18.1,0.0
50419,31.0,1.0,0.13,25.2,26.1,50.8,0.74,1.2,18.1,0.0
50420,31.0,1.0,0.13,25.2,25.7,49.1,0.74,1.2,18.1,-1.0
50421,31.0,1.0,0.07,25.5,26.1,52.0,0.69,1.4,18.1,0.0
50422,31.0,2.0,0.1,25.4,26.4,53.3,0.75,1.2,18.1,1.0
50423,31.0,2.0,0.1,23.2,24.5,52.8,0.93,1.2,18.1,0.0
50424,31.0,2.0,0.09,23.7,24.8,56.0,0.98,1.2,18.1,0.0
50425,31.0,1.0,0.09,23.4,24.4,49.4,0.68,1.2,18.1,-2.0
50426,31.0,1.0,0.09,23.7,24.5,48.0,0.66,1.2,18.1,-2.0
50427,31.0,2.0,0.07,25.6,26.2,47.5,0.6,1.2,18.1,1.0
50428,31.0,2.0,0.04,25.7,26.8,48.3,0.73,1.2,18.1,1.0
50429,31.0,1.0,0.09,25.9,26.9,46.4,0.68,1.2,18.1,1.0
50430,31.0,2.0,0.08,25.0,26.3,46.8,0.69,1.4,18.1,0.0
50431,31.0,1.0,0.14,25.6,26.0,44.4,0.63,1.7,18.1,0.0
50446,31.0,1.0,0.08,23.6,24.7,69.6,0.64,1.2,18.0,0.0
50449,31.0,2.0,0.11,23.6,24.8,72.4,0.67,1.2,18.0,-1.0
50451,31.0,2.0,0.1,24.4,25.3,70.7,0.4,1.6,18.0,0.0
50452,31.0,1.0,0.12,24.5,25.5,70.0,0.57,2.2,18.0,2.0
50454,31.0,1.0,0.1,24.5,26.2,71.1,0.65,1.3,18.0,0.0
50457,31.0,1.0,0.12,24.8,25.8,68.2,0.73,1.2,18.0,0.0
50459,31.0,1.0,0.09,25.4,26.8,65.7,0.68,1.2,18.0,0.0
50462,31.0,2.0,0.1,25.8,26.8,63.7,0.56,1.2,18.0,0.0
50465,31.0,1.0,0.13,26.4,27.5,63.2,0.64,1.4,18.0,1.0
50467,31.0,2.0,0.12,26.2,27.6,62.9,0.68,1.2,18.0,0.0
50468,31.0,2.0,0.05,26.0,26.9,61.5,0.63,1.2,18.0,0.0
50477,31.0,1.0,0.13,23.7,24.4,64.9,0.63,1.7,18.0,0.0
50479,31.0,1.0,0.1,24.3,24.8,66.7,0.58,1.2,18.0,0.0
50481,31.0,2.0,0.11,25.1,25.7,62.2,0.43,1.4,18.0,0.0
50484,31.0,2.0,0.13,24.7,25.6,63.1,0.89,1.2,18.0,0.0
50485,31.0,1.0,0.08,26.1,26.8,58.8,0.73,1.2,18.0,0.0
50486,31.0,2.0,0.11,27.0,27.6,55.8,0.62,1.6,18.0,0.0
50487,31.0,1.0,0.12,23.9,26.2,50.6,0.73,1.2,18.0,0.0
50488,31.0,2.0,0.18,23.9,25.0,50.6,0.68,1.2,18.0,0.0
50489,31.0,2.0,0.15,23.8,25.0,54.8,1.01,1.3,18.0,-2.0
50490,31.0,1.0,0.27,22.6,25.0,52.5,0.68,1.2,18.0,0.0
50491,31.0,1.0,0.06,25.4,26.1,54.8,0.72,1.3,18.0,1.0
50500,31.0,1.0,0.12,23.1,23.7,46.4,0.64,1.4,16.5,0.0
50519,31.0,1.0,0.06,23.2,24.5,43.7,0.73,1.2,13.3,0.0
50521,31.0,1.0,0.23,20.4,23.0,52.3,0.53,1.7,13.3,0.0
50523,31.0,1.0,0.09,23.1,23.9,44.4,0.7,1.4,13.3,0.0
50524,31.0,1.0,0.08,24.2,24.6,43.3,0.96,1.6,13.3,0.0
50525,31.0,1.0,0.07,23.8,24.8,44.2,0.66,1.6,13.3,0.0
50528,31.0,1.0,0.07,22.7,24.0,45.3,0.64,1.7,13.3,0.0
50531,31.0,1.0,0.18,21.6,22.3,50.9,0.88,2.0,13.3,0.0
50537,31.0,1.0,0.05,24.2,25.1,45.9,0.74,1.2,13.3,0.0
50545,31.0,1.0,0.2,24.7,26.7,38.6,0.68,1.2,13.3,0.0
50546,31.0,1.0,0.09,26.2,26.5,38.2,0.64,1.2,13.3,0.0
50547,31.0,1.0,0.09,26.1,26.9,39.1,0.67,1.3,13.3,2.0
50549,31.0,1.0,0.1,26.2,27.4,36.4,0.72,1.3,13.3,1.0
50550,31.0,1.0,0.02,24.5,26.1,43.2,0.59,2.7,13.3,0.0
50551,31.0,1.0,0.01,24.5,26.1,44.3,0.71,1.3,13.3,0.0
50552,31.0,1.0,0.17,24.6,25.9,41.9,0.74,1.2,13.3,0.0
50553,31.0,2.0,0.1,21.6,23.0,45.2,0.71,1.2,13.3,0.0
50554,31.0,1.0,0.12,25.3,25.4,40.3,0.7,1.6,13.3,1.0
50555,31.0,1.0,0.08,23.0,24.2,46.7,0.73,1.2,13.3,0.0
50556,31.0,1.0,0.23,20.1,22.3,54.4,0.69,1.2,13.3,-1.0
50557,31.0,2.0,0.3,21.5,20.8,47.2,0.81,1.2,10.4,0.0
50558,31.0,2.0,0.2,23.5,23.4,46.7,0.78,1.2,10.4,0.0
50559,31.0,2.0,0.1,23.8,24.5,44.9,0.71,1.3,10.4,1.0
50561,31.0,2.0,0.1,24.5,25.8,43.5,0.96,1.4,10.4,1.0
50563,31.0,1.0,0.1,23.6,24.3,45.5,0.73,1.1,10.4,-1.0
50564,31.0,2.0,0.1,23.3,24.3,46.5,0.98,1.2,10.4,-1.0
50565,31.0,1.0,0.1,22.3,23.4,48.8,0.97,1.6,10.4,0.0
50566,31.0,1.0,0.7,22.5,23.5,47.1,0.84,1.4,10.4,-2.0
50567,31.0,1.0,0.1,23.1,23.7,45.0,0.93,1.5,10.4,1.0
50569,31.0,1.0,0.1,22.5,23.1,44.8,0.68,1.5,10.4,0.0
50571,31.0,1.0,0.1,23.7,24.5,41.7,0.61,2.0,10.4,0.0
50668,31.0,2.0,0.3,22.4,24.6,60.4,0.61,1.2,19.4,0.0
50669,31.0,1.0,0.06,22.7,26.0,62.2,0.48,2.2,19.4,0.0
50670,31.0,1.0,0.1,23.0,23.5,52.0,0.73,1.2,18.8,0.0
50671,31.0,1.0,0.09,22.8,26.0,61.2,0.85,1.2,19.4,0.0
50672,31.0,1.0,0.06,23.0,25.7,61.6,0.53,2.0,19.4,0.0
50673,31.0,2.0,0.1,23.2,23.9,51.1,0.71,1.2,18.8,0.0
50675,31.0,1.0,0.12,25.2,26.0,55.7,0.63,1.2,19.4,0.0
50678,31.0,2.0,0.1,23.3,24.7,51.1,0.77,1.2,18.8,-1.0
50679,31.0,2.0,0.13,25.3,27.5,53.8,0.54,2.0,19.4,0.0
50680,31.0,1.0,0.1,23.4,24.5,51.6,0.73,1.0,18.8,-1.0
50683,31.0,2.0,0.1,23.5,24.8,51.5,0.96,1.2,18.8,-2.0
50685,31.0,2.0,0.2,23.5,25.0,51.3,0.82,1.0,18.8,0.0
50686,31.0,2.0,0.1,23.8,24.9,49.3,0.5,2.0,18.8,1.0
50688,31.0,1.0,0.1,23.9,24.9,48.2,0.73,1.2,18.8,1.0
50689,31.0,2.0,0.11,25.0,25.8,57.3,0.61,1.2,19.4,0.0
50690,31.0,2.0,0.1,23.5,25.4,50.0,0.77,1.1,18.8,0.0
50691,31.0,2.0,0.1,23.9,25.4,49.2,0.67,1.6,18.8,1.0
50692,31.0,1.0,0.1,25.5,27.0,54.1,0.63,1.2,19.4,0.0
50693,31.0,2.0,0.1,24.5,25.6,47.6,0.91,1.0,18.8,0.0
50694,31.0,1.0,0.1,24.2,25.7,48.7,0.78,1.0,18.8,1.0
50695,31.0,2.0,0.07,26.3,27.0,51.5,0.73,1.2,19.4,1.0
50696,31.0,2.0,0.1,24.4,25.2,48.2,0.88,1.2,18.8,0.0
50697,31.0,1.0,0.02,26.2,28.4,44.2,0.64,1.2,19.4,0.0
50699,31.0,2.0,0.06,26.8,29.8,49.5,0.66,2.0,19.4,0.0
50700,31.0,2.0,0.1,24.5,26.1,48.2,0.73,1.2,18.8,0.0
50701,31.0,2.0,0.1,24.4,26.0,48.4,0.56,2.0,18.8,0.0
50702,31.0,2.0,0.1,24.8,26.2,47.2,0.85,1.0,18.8,-1.0
50703,31.0,2.0,0.1,24.9,26.2,47.4,0.85,1.0,18.8,0.0
50704,31.0,2.0,0.1,24.8,26.6,47.4,0.99,1.0,18.8,1.0
50706,31.0,2.0,0.1,25.0,26.7,47.4,1.0,1.2,18.8,1.0
50710,31.0,1.0,0.1,25.4,25.2,54.4,0.61,2.0,19.4,1.0
50712,31.0,2.0,0.07,25.1,27.1,57.3,0.61,2.0,19.4,2.0
50713,31.0,1.0,0.06,24.9,27.8,58.3,0.56,2.0,19.4,2.0
50718,31.0,1.0,0.07,26.9,27.9,50.9,0.68,1.2,19.4,2.0
50719,31.0,2.0,0.09,27.3,29.4,50.1,0.61,1.2,19.4,1.0
50721,31.0,1.0,0.05,27.0,31.4,51.8,0.53,2.8,19.4,2.0
50722,31.0,1.0,0.08,27.1,31.8,52.5,0.68,1.2,19.4,2.0
50775,31.0,1.0,0.2,21.4,22.4,36.7,0.75,1.6,5.2,0.0
50888,31.0,2.0,0.11,22.4,27.1,57.6,1.04,1.2,12.9,-1.0
50889,31.0,1.0,0.06,25.7,25.1,48.8,0.66,1.6,12.9,1.0
50890,31.0,2.0,0.07,26.5,27.6,45.7,0.83,1.2,12.9,1.0
50891,31.0,1.0,0.07,23.4,28.0,51.8,0.66,1.6,12.9,0.0
50892,31.0,1.0,0.12,21.1,25.9,51.5,0.68,1.6,12.9,0.0
50893,31.0,1.0,0.13,19.1,26.7,59.8,1.16,1.4,12.9,0.0
50894,31.0,1.0,0.12,20.9,21.4,59.6,0.67,2.0,12.9,-2.0
50895,31.0,1.0,0.07,20.8,21.2,59.4,0.5,2.0,12.9,-1.0
50896,31.0,1.0,0.18,21.3,25.0,46.6,0.74,1.2,12.9,0.0
50897,31.0,2.0,0.17,21.1,28.2,49.0,0.92,1.6,12.9,0.0
50898,31.0,1.0,0.1,22.9,26.4,48.1,0.73,1.2,14.3,0.0
50899,31.0,1.0,0.03,23.5,25.4,48.0,0.61,1.9,14.3,1.0
50900,31.0,1.0,0.05,24.1,26.1,47.1,0.74,1.4,14.3,0.0
50901,31.0,2.0,0.09,24.1,28.1,47.7,0.71,1.2,14.3,0.0
50902,31.0,2.0,0.07,24.1,27.5,47.4,0.57,1.2,14.3,0.0
50903,31.0,1.0,0.08,24.2,27.5,46.8,0.66,1.6,14.3,0.0
50904,31.0,2.0,0.04,23.5,26.4,50.3,0.68,1.5,14.3,0.0
50905,31.0,1.0,0.08,23.1,26.5,52.9,0.73,1.2,14.3,0.0
50906,31.0,1.0,0.09,22.7,28.8,54.0,1.01,1.5,14.3,0.0
50907,31.0,2.0,0.09,23.2,28.0,52.7,0.77,1.3,14.3,0.0
50908,31.0,1.0,0.03,24.6,26.4,51.4,0.72,1.3,14.3,0.0
50909,31.0,1.0,0.06,24.1,28.0,48.1,0.71,1.8,14.3,0.0
50910,31.0,1.0,0.06,23.8,28.9,44.5,0.74,1.2,14.3,0.0
50911,31.0,1.0,0.07,24.1,27.8,40.4,0.71,1.3,14.3,0.0
50912,31.0,1.0,0.09,24.2,27.2,39.3,0.73,1.2,14.3,0.0
50913,31.0,2.0,0.09,24.8,26.1,39.1,0.7,1.3,14.3,2.0
50914,31.0,1.0,0.08,24.4,28.4,37.9,0.69,1.5,14.3,1.0
50915,31.0,2.0,0.08,24.5,27.0,44.9,0.72,1.3,14.3,0.0
50916,31.0,2.0,0.11,23.1,29.8,54.4,1.02,1.2,14.3,0.0
50917,31.0,1.0,0.12,24.0,28.1,43.6,0.63,2.1,14.3,2.0
50918,31.0,1.0,0.1,24.6,26.5,47.4,1.03,1.2,14.3,0.0
50919,31.0,2.0,0.16,23.0,28.0,52.7,0.71,1.2,14.3,0.0
50920,31.0,2.0,0.11,22.8,27.0,53.2,0.81,1.2,14.3,0.0
50921,31.0,1.0,0.12,23.7,27.4,48.7,0.74,1.2,14.3,1.0
50922,31.0,1.0,0.21,24.5,24.6,52.6,0.73,1.2,14.3,0.0
50923,31.0,1.0,0.05,26.1,25.4,42.6,0.73,1.2,14.3,1.0
50924,31.0,1.0,0.13,26.2,27.5,44.2,0.74,1.2,14.3,1.0
50925,31.0,1.0,0.1,26.5,29.0,44.4,0.61,1.2,14.3,0.0
50926,31.0,2.0,0.13,24.5,28.4,47.9,1.0,1.2,14.3,0.0
50929,31.0,1.0,0.21,22.7,26.4,51.3,0.72,1.3,14.2,1.0
50930,31.0,1.0,0.23,23.2,28.6,52.0,0.72,1.3,14.2,0.0
50931,31.0,1.0,0.08,23.3,27.4,54.0,0.69,1.7,14.2,1.0
50932,31.0,1.0,0.09,23.7,26.6,58.1,0.67,1.6,14.2,1.0
50933,31.0,1.0,0.07,24.2,27.7,52.9,0.63,2.4,14.2,1.0
50934,31.0,1.0,0.1,24.8,27.6,44.6,0.63,1.8,14.2,1.0
50935,31.0,2.0,0.12,24.7,28.8,46.8,0.59,1.7,14.2,0.0
50936,31.0,1.0,0.08,24.1,28.0,51.0,0.64,2.3,14.2,0.0
50937,31.0,1.0,0.07,25.3,27.5,45.0,0.73,1.2,14.2,0.0
50938,31.0,2.0,0.1,25.5,27.1,44.7,0.68,1.2,14.2,2.0
50939,31.0,1.0,0.07,24.1,27.0,49.5,0.71,1.3,14.2,0.0
50940,31.0,1.0,0.06,24.0,27.1,50.2,0.73,1.2,14.2,0.0
50941,31.0,1.0,0.05,25.2,26.1,47.5,0.7,1.4,14.2,1.0
50942,31.0,2.0,0.06,23.8,27.7,49.3,1.01,1.6,14.2,0.0
50943,31.0,2.0,0.06,23.9,28.1,52.4,0.66,1.3,14.2,0.0
50944,31.0,2.0,0.1,22.6,26.9,56.2,0.97,1.2,14.2,0.0
50948,31.0,1.0,0.06,25.1,28.9,47.2,0.69,1.6,14.2,2.0
50950,31.0,1.0,0.19,23.7,28.4,46.8,0.69,1.4,14.2,0.0
50952,31.0,2.0,0.17,23.1,28.8,48.2,0.71,1.3,14.2,0.0
50953,31.0,1.0,0.08,25.1,26.8,45.4,0.89,2.7,14.2,1.0
50954,31.0,1.0,0.11,25.8,26.9,48.6,0.84,1.6,14.2,0.0
50956,31.0,1.0,0.1,25.7,28.8,48.8,0.67,1.9,14.2,0.0
50957,31.0,1.0,0.12,24.2,30.9,55.8,0.74,1.2,14.2,0.0
50958,31.0,1.0,0.13,22.7,29.7,51.4,0.74,1.2,14.2,0.0
50959,31.0,1.0,0.09,24.0,26.9,54.4,0.68,1.7,14.2,0.0
50960,31.0,1.0,0.09,22.7,25.6,57.4,0.88,2.0,14.2,0.0
50961,31.0,1.0,0.1,25.5,26.2,52.8,0.73,1.2,14.2,1.0
50962,31.0,2.0,0.15,25.3,27.5,48.9,0.86,1.2,14.2,0.0
50973,31.0,1.0,0.01,23.3,26.8,66.5,0.68,1.3,16.7,0.0
50974,31.0,2.0,0.08,22.8,27.9,66.1,0.73,1.2,16.7,-1.0
50975,31.0,1.0,0.12,22.9,27.9,65.9,0.73,1.2,16.7,-1.0
50976,31.0,1.0,0.16,23.6,26.6,65.7,0.73,1.2,16.7,1.0
50977,31.0,1.0,0.08,23.8,27.2,64.0,1.01,1.3,16.7,2.0
50978,31.0,1.0,0.1,23.3,28.9,66.7,0.76,1.6,16.7,0.0
50979,31.0,1.0,0.09,23.2,29.1,66.0,0.74,1.2,16.7,0.0
50980,31.0,1.0,0.12,23.3,27.8,65.9,0.73,1.2,16.7,0.0
50981,31.0,1.0,0.1,23.6,26.9,63.5,0.86,1.2,16.7,0.0
50982,31.0,1.0,0.09,23.4,27.9,64.3,0.87,1.2,16.7,0.0
50983,31.0,1.0,0.09,23.6,28.0,63.9,1.04,1.2,16.7,0.0
50984,31.0,1.0,0.07,23.9,28.5,61.6,0.76,1.2,16.7,0.0
50985,31.0,2.0,0.1,22.7,28.5,65.5,0.98,1.4,16.7,0.0
50986,31.0,1.0,0.08,23.2,27.9,64.7,0.74,1.2,16.7,0.0
50987,31.0,1.0,0.11,23.9,29.6,61.9,0.78,1.2,16.7,1.0
51029,31.0,1.0,0.07,22.7,25.9,58.4,0.96,1.6,13.8,0.0
51030,31.0,2.0,0.01,23.4,27.1,58.4,0.73,1.2,13.8,0.0
51031,31.0,2.0,0.09,23.2,27.5,57.9,1.03,1.2,13.8,0.0
51032,31.0,1.0,0.09,23.1,27.1,59.9,0.73,1.0,13.8,0.0
51033,31.0,2.0,0.05,22.8,27.7,56.2,1.05,1.2,13.8,0.0
51034,31.0,1.0,0.07,18.2,27.8,65.1,0.7,1.3,13.8,0.0
51035,31.0,1.0,0.07,21.7,24.9,60.1,1.04,1.0,13.8,0.0
51036,31.0,1.0,0.09,22.8,27.0,60.2,0.97,1.6,13.8,-1.0
51037,31.0,2.0,0.08,23.0,27.5,55.4,0.63,1.2,13.8,0.0
51043,31.0,2.0,0.1,23.3,23.1,36.8,0.63,2.4,4.0,0.0
51047,31.0,2.0,0.1,23.3,24.2,41.0,0.73,1.2,4.0,2.0
51050,31.0,2.0,0.1,23.4,23.9,38.1,1.11,1.2,4.0,1.0
51052,31.0,2.0,0.1,21.1,24.3,41.9,0.66,1.5,4.0,-2.0
51053,31.0,2.0,0.1,23.1,23.8,39.3,0.69,1.6,4.0,0.0
51055,31.0,1.0,0.1,23.4,24.8,38.5,1.09,1.4,4.0,1.0
51058,31.0,1.0,0.4,23.4,25.5,38.0,0.78,1.5,4.0,0.0
51059,31.0,1.0,0.1,20.3,21.8,40.1,0.95,1.6,4.0,0.0
51060,31.0,2.0,0.1,20.6,21.7,41.7,0.69,1.6,4.0,-1.0
51062,31.0,2.0,0.2,23.3,23.6,33.4,1.09,1.2,4.0,1.0
51065,31.0,2.0,0.1,22.5,23.0,36.1,0.76,1.2,4.0,2.0
51066,31.0,2.0,0.1,22.5,23.9,36.5,0.43,2.2,4.0,2.0
51067,31.0,2.0,0.1,22.8,24.0,35.9,0.92,1.2,4.0,1.0
51068,31.0,2.0,0.1,22.9,24.1,37.7,0.86,1.8,4.0,-1.0
51069,31.0,1.0,0.08,24.6,30.0,33.8,1.03,1.2,11.4,1.0
51070,31.0,1.0,0.1,23.0,23.8,36.6,1.05,1.1,4.0,1.0
51073,31.0,2.0,0.08,24.6,31.0,35.2,0.71,1.4,11.4,0.0
51074,31.0,1.0,0.05,22.7,28.6,43.1,0.7,1.5,11.4,0.0
51075,31.0,2.0,0.1,23.0,24.4,37.4,1.03,1.2,4.0,1.0
51077,31.0,1.0,0.05,22.5,29.1,40.8,0.73,1.2,11.4,0.0
51078,31.0,2.0,0.12,21.3,29.3,43.5,1.04,1.2,11.4,-1.0
51080,31.0,1.0,0.18,23.9,24.0,37.6,0.73,1.2,11.4,0.0
51081,31.0,2.0,0.1,23.9,23.4,34.1,0.94,1.2,4.0,-1.0
51083,31.0,2.0,0.08,23.6,25.6,43.4,1.03,1.2,11.4,0.0
51084,31.0,2.0,0.1,22.0,22.9,41.3,0.76,1.5,4.0,0.0
51085,31.0,2.0,0.08,23.8,28.1,44.5,1.0,1.2,11.4,0.0
51086,31.0,2.0,0.1,22.9,24.5,39.2,0.75,1.2,4.0,1.0
51197,31.0,1.0,0.13,23.5,24.7,66.4,0.98,1.2,17.5,0.0
51199,31.0,2.0,0.11,23.5,26.3,69.7,0.83,1.2,17.5,2.0
51200,31.0,1.0,0.24,23.3,26.2,63.9,0.68,2.0,17.5,0.0
51201,31.0,2.0,0.11,23.5,26.1,63.5,0.83,1.6,17.5,1.0
51202,31.0,2.0,0.13,23.5,27.1,68.8,0.8,1.2,17.5,2.0
51209,31.0,1.0,0.11,23.2,26.8,60.8,0.5,2.7,17.5,0.0
51210,31.0,1.0,0.11,24.2,25.9,63.4,0.8,1.2,17.5,2.0
51212,31.0,2.0,0.14,24.6,26.5,64.0,0.68,1.2,17.5,1.0
51213,31.0,2.0,0.14,24.8,28.2,61.8,0.85,1.2,17.5,1.0
51214,31.0,2.0,0.14,24.5,28.1,63.7,0.61,1.2,17.5,0.0
51215,31.0,2.0,0.14,24.4,26.9,64.3,0.93,1.2,17.5,0.0
51216,31.0,1.0,0.14,24.4,28.2,65.0,0.63,1.2,17.5,0.0
51217,31.0,1.0,0.11,24.5,29.0,64.0,0.98,1.2,17.5,0.0
51223,31.0,2.0,0.14,22.7,24.2,67.7,0.77,1.2,16.9,0.0
51270,31.0,1.0,0.08,20.5,21.8,53.0,0.95,1.2,10.2,0.0
51271,31.0,1.0,0.06,21.2,24.5,52.2,0.8,1.2,10.2,1.0
51272,31.0,1.0,0.07,22.3,24.7,50.9,0.82,2.4,10.2,0.0
51273,31.0,1.0,0.08,20.6,27.5,56.2,0.74,1.0,10.2,-2.0
51274,31.0,1.0,0.08,21.5,24.0,49.4,0.62,1.6,9.4,0.0
51275,31.0,1.0,0.13,22.7,25.9,45.2,0.83,1.2,9.4,0.0
51276,31.0,2.0,0.09,23.0,25.7,40.6,0.96,1.3,9.4,0.0
51277,31.0,2.0,0.07,23.1,28.2,39.7,1.12,1.2,9.4,0.0
51278,31.0,1.0,0.08,23.7,29.0,41.6,0.73,1.1,9.4,2.0
51279,31.0,1.0,0.08,23.6,28.8,41.3,0.92,1.3,9.4,0.0
51280,31.0,1.0,0.08,21.9,29.1,46.4,0.74,1.2,9.4,0.0
51281,31.0,1.0,0.08,22.2,29.2,46.8,0.79,1.3,9.4,0.0
51282,31.0,1.0,0.09,22.9,30.8,55.3,0.79,1.4,9.4,0.0
51283,31.0,1.0,0.14,22.9,26.8,53.3,0.68,1.7,10.6,1.0
51284,31.0,2.0,0.09,22.7,27.4,49.6,1.03,1.2,10.6,0.0
51285,31.0,2.0,0.1,22.7,28.4,56.6,1.07,1.2,10.6,1.0
51286,31.0,1.0,0.09,23.5,29.0,53.3,0.66,1.5,10.6,2.0
51287,31.0,2.0,0.09,22.5,31.6,54.6,1.03,1.2,10.6,2.0
51288,31.0,1.0,0.07,22.5,30.6,54.8,1.03,1.2,10.6,1.0
51289,31.0,1.0,0.09,22.6,29.0,55.0,1.04,1.2,10.6,0.0
51290,31.0,2.0,0.08,22.8,27.6,55.2,1.07,1.3,10.6,2.0
51291,31.0,2.0,0.03,22.7,30.4,48.6,0.73,1.2,10.6,0.0
51293,31.0,2.0,0.09,23.6,29.6,45.0,0.98,1.4,10.6,1.0
51294,31.0,1.0,0.04,23.6,31.3,45.1,0.67,1.5,10.6,0.0
51298,31.0,1.0,0.05,22.3,28.6,35.7,0.7,1.3,10.8,0.0
51299,31.0,1.0,0.08,21.9,27.6,40.0,0.7,1.4,10.8,2.0
51300,31.0,2.0,0.07,24.8,27.5,36.5,0.67,1.8,10.8,0.0
51301,31.0,1.0,0.09,24.5,30.2,33.6,0.88,2.0,10.8,1.0
51303,31.0,2.0,0.06,25.0,27.6,32.8,1.09,1.2,10.8,2.0
51304,31.0,2.0,0.07,22.3,28.3,38.6,1.32,1.6,10.8,0.0
51305,31.0,1.0,0.15,22.9,24.6,42.5,0.87,1.4,10.8,0.0
51306,31.0,2.0,0.23,22.5,28.7,36.6,1.03,1.2,10.8,-2.0
51307,31.0,2.0,0.09,22.6,28.4,35.7,0.94,1.6,10.8,0.0
51308,31.0,1.0,0.08,23.4,27.1,43.2,0.73,1.2,10.8,2.0
51309,31.0,1.0,0.09,23.6,28.2,43.4,1.04,1.2,10.8,1.0
51310,31.0,1.0,0.08,23.8,29.9,42.8,0.71,1.3,10.8,1.0
51311,31.0,1.0,0.1,23.6,30.0,42.9,0.76,1.6,10.8,0.0
51312,31.0,1.0,0.08,23.6,30.1,42.4,0.73,1.2,10.8,0.0
51322,31.0,2.0,0.07,20.8,22.4,38.9,0.68,1.2,8.8,0.0
51323,31.0,1.0,0.07,20.2,23.0,35.6,0.99,1.4,8.8,0.0
51324,31.0,2.0,0.06,20.1,24.2,35.6,0.88,1.3,8.8,0.0
51326,31.0,2.0,0.12,19.2,24.0,39.1,1.15,1.2,8.8,0.0
51328,31.0,1.0,0.08,19.5,24.3,40.6,0.96,1.6,8.8,0.0
51330,31.0,1.0,0.11,19.5,23.9,45.3,0.88,2.0,8.8,-2.0
51332,31.0,1.0,0.15,19.9,23.7,44.9,0.89,2.0,8.8,-1.0
51335,31.0,2.0,0.1,19.9,25.1,43.9,0.97,1.6,8.8,0.0
51336,31.0,1.0,0.06,19.3,24.2,43.4,0.98,1.5,8.8,0.0
51337,31.0,1.0,0.08,19.8,24.0,43.1,0.97,1.6,8.8,1.0
51338,31.0,2.0,0.07,22.4,24.2,36.9,1.21,1.2,8.8,1.0
51339,31.0,2.0,0.06,22.1,26.9,37.7,0.9,2.0,8.8,0.0
51340,31.0,2.0,0.04,22.6,27.0,37.8,0.96,1.6,8.8,0.0
51341,31.0,1.0,0.08,19.4,27.8,43.6,1.03,1.2,8.8,0.0
51343,31.0,1.0,0.04,21.8,25.4,38.4,0.8,1.4,8.8,0.0
51344,31.0,1.0,0.05,21.6,26.0,40.1,1.03,1.7,8.8,0.0
51345,31.0,1.0,0.05,22.1,26.4,39.4,1.22,1.2,8.8,0.0
51346,31.0,1.0,0.05,22.0,27.6,41.2,0.74,1.8,8.8,0.0
51347,31.0,1.0,0.04,21.3,27.0,40.5,0.83,1.2,8.8,0.0
51349,31.0,1.0,0.15,22.7,29.5,37.8,0.74,1.3,8.8,0.0
51350,31.0,1.0,0.06,24.4,28.4,34.5,0.63,1.2,8.8,1.0
51353,31.0,1.0,0.06,23.4,29.3,39.7,0.98,1.2,8.8,0.0
51356,31.0,1.0,0.07,23.8,28.8,36.1,1.08,1.3,8.8,0.0
51357,31.0,1.0,0.05,24.8,31.0,34.5,0.74,1.2,8.8,0.0
51358,31.0,2.0,0.05,25.2,31.0,36.3,1.01,1.3,8.8,0.0
51495,31.0,2.0,0.23,22.4,22.7,44.4,0.84,1.7,7.7,1.0
51496,31.0,2.0,0.19,23.3,23.1,43.0,0.68,1.4,7.7,2.0
51497,31.0,1.0,0.12,23.4,23.7,45.1,1.05,1.1,7.7,2.0
51507,31.0,2.0,0.67,24.5,24.9,41.7,0.6,2.0,7.7,1.0
51508,31.0,2.0,0.7,23.0,25.8,43.8,0.7,1.6,7.7,0.0
51509,31.0,2.0,0.17,22.7,23.7,47.6,0.72,1.2,7.7,0.0
51510,31.0,2.0,0.64,23.9,24.7,44.7,0.63,1.9,7.7,0.0
